id	gene	flag	first_pos	second_pos	length	quality	essentiel
ECK2217-JW2218	atoB	147	2320752	2319541	-1261	50M	False
ECK2218-JW2219	yfaP	147	2321620	2320817	-853	50M	False
ECK2219-JW2220	yfaQ	147	2323274	2321598	-1726	50M	False
ECK2220-JW2221	yfaS	147	2323760	2323248	-562	50M	False
ECK2220-JW2222	yfaS	145	2327879	2323749	-4180	50M	False
ECK2221-JW2223	yfaT	147	2328436	2327786	-700	50M	False
ECK2222-JW2224	yfaA	147	2330121	2328406	-1765	50M	False
ECK2223-JW2225	gyrA	147	2332897	2330243	-2704	50M	True
ECK2224-JW2226	ubiG	147	2333748	2332999	-799	50M	False
ECK2225-JW2227	yfaL	145	2337646	2333867	-3829	50M	False
ECK2226-JW2228	nrdA	147	2340609	2338297	-2362	50M	True
ECK2227-JW2229	nrdB	147	2341973	2340816	-1207	50M	True
ECK2228-JW2230	yfaE	147	2342227	2341946	-331	50M	False
ECK2229-JW2231	inaA	147	2342949	2342272	-727	50M	False
ECK2230-JW2232	yfaH	147	2343352	2343119	-283	50M	False
ECK2231-JW2233	glpQ	147	2344488	2343385	-1153	50M	False
ECK2232-JW2234	glpT	147	2345851	2344466	-1435	50M	False
ECK2233-JW2235	glpA	147	2347734	2346079	-1705	50M	False
ECK2234-JW2236	glpB	147	2348983	2347697	-1336	50M	False
ECK2235-JW2237	glpC	147	2350170	2348953	-1267	50M	False
ECK2236-JW2238	yfaD	147	2351262	2350336	-976	50M	False
ECK2237-JW5964	ypaA	147	2351460	2351248	-262	50M	False
ECK2238-JW2239	yfaU	147	2352322	2351492	-880	50M	False
ECK2239-JW2240	yfaV	147	2353629	2352313	-1366	50M	False
ECK2240-JW2241	yfaW	147	2354903	2353659	-1294	50M	False
ECK2241-JW2242	yfaX	147	2355688	2354879	-859	50M	False
ECK2242-JW2243	yfaY	147	2357110	2355881	-1279	50M	False
ECK2243-JW5371	yfaZ	147	2357719	2357183	-586	50M	False
ECK2244-JW2245	yfaO	147	2358438	2357986	-502	50M	False
ECK2245-JW2246	ais	147	2359097	2358468	-679	50M	False
ECK2246-JW5372	yfbE	147	2360526	2359327	-1249	50M	False
ECK2247-JW2248	yfbF	147	2361498	2360503	-1045	50M	False
ECK2248-JW2249	yfbG	147	2363480	2361471	-2059	50M	False
ECK2249-JW2250	yfbH	147	2364367	2363450	-967	50M	False
ECK2250-JW2251	arnT	147	2366019	2364340	-1729	50M	False
ECK2251-JW2252	yfbW	147	2366351	2365989	-412	50M	False
ECK2252-JW5373	yfbJ	147	2366737	2366042	-745	50M	False
ECK2253-JW2254	pmrD	147	2367015	2366722	-343	50M	False
ECK2254-JW2255	menE	147	2368480	2367098	-1432	50M	False
ECK2255-JW2256	menC	147	2369439	2368450	-1039	50M	False
ECK2256-JW2257	menB	147	2370296	2369412	-934	50M	False
ECK2257-JW2258	yfbB	147	2371069	2370284	-835	50M	False
ECK2258-JW5374	menD	147	2372736	2371039	-1747	50M	False
ECK2259-JW2260	menF	147	2374120	2372798	-1372	50M	False
ECK2260-JW2261	elaB	147	2374504	2374172	-382	50M	False
ECK2261-JW2262	elaA	147	2375020	2374532	-538	50M	False
ECK2262-JW2263	elaC	147	2375984	2375040	-994	50M	False
ECK2263-JW5840	elaD	147	2377383	2376145	-1288	50M	False
ECK2264-JW2265	yfbK	147	2379199	2377445	-1804	50M	False
ECK2265-JW2266	yfbL	147	2380290	2379292	-1048	50M	False
ECK2266-JW2267	yfbM	147	2380896	2380366	-580	50M	False
ECK2267-JW2268	yfbN	147	2381903	2381160	-793	50M	False
ECK2268-JW2269	yfbO	147	2382516	2382013	-553	50M	False
ECK2269-JW2270	yfbP	147	2383423	2382545	-928	50M	False
ECK2270-JW2271	nuoN	147	2384802	2383498	-1354	50M	False
ECK2271-JW2272	nuoM	147	2386518	2384962	-1606	50M	False
ECK2272-JW2273	nuoL	147	2388523	2386655	-1918	50M	False
ECK2273-JW2274	nuoK	147	2388822	2388493	-379	50M	False
ECK2274-JW2275	nuoJ	147	2389373	2388792	-631	50M	False
ECK2275-JW2276	nuoI	147	2389927	2389358	-619	50M	False
ECK2276-JW2277	nuoH	147	2390919	2389915	-1054	50M	False
ECK2277-JW2278	nuoG	147	2393648	2390889	-2809	50M	False
ECK2278-JW2279	nuoF	147	2395032	2393668	-1414	50M	False
ECK2279-JW2280	nuoE	147	2395529	2395002	-577	50M	False
ECK2280-JW5375	nuoC	147	2397334	2395505	-1879	50M	False
ECK2281-JW5875	nuoB	147	2398090	2397401	-739	50M	False
ECK2282-JW2283	nuoA	147	2398549	2398079	-520	50M	False
ECK2283-JW2284	lrhA	147	2400118	2399153	-1015	50M	False
ECK2284-JW2287	yfbQ	147	2402237	2400993	-1294	50M	False
ECK2285-JW2288	yfbR	147	2402920	2402294	-676	50M	False
ECK2286-JW2289	yfbS	147	2404829	2402970	-1909	50M	False
ECK2287-JW5376	yfbT	147	2405584	2404889	-745	50M	False
ECK2288-JW2291	yfbU	147	2406071	2405550	-571	50M	False
ECK2289-JW2292	yfbV	147	2406609	2406127	-532	50M	False
ECK2290-JW2293	ackA	147	2408131	2406902	-1279	50M	False
ECK2291-JW2294	pta	147	2410350	2408179	-2221	50M	False
ECK2292-JW2295	yfcC	147	2412060	2410513	-1597	50M	False
ECK2293-JW2296	yfcD	147	2412653	2412084	-619	50M	False
ECK2294-JW5377	yfcE	147	2413262	2412684	-628	50M	False
ECK2295-JW2298	yfcF	147	2413962	2413291	-721	50M	False
ECK2296-JW2299	yfcG	147	2414727	2414053	-724	50M	False
ECK2297-JW2300	folX	147	2415146	2414757	-439	50M	False
ECK2298-JW2301	yfcH	147	2416060	2415140	-970	50M	False
ECK2299-JW2302	yfcI	147	2417016	2416099	-967	50M	False
ECK2300-JW2303	hisP	147	2417986	2417186	-850	50M	False
ECK2301-JW2304	hisM	147	2418710	2417967	-793	50M	False
ECK2302-JW2305	hisQ	147	2419393	2418680	-763	50M	False
ECK2303-JW2306	hisJ	147	2420265	2419456	-859	50M	False
ECK2304-JW2307	argT	147	2421268	2420459	-859	50M	False
ECK2305-JW2308	ubiX	147	2422103	2421507	-646	50M	False
ECK2306-JW2309	purF	147	2423715	2422171	-1594	50M	False
ECK2307-JW2310	cvpA	147	2424240	2423725	-565	50M	False
ECK2308-JW5378	dedD	147	2425134	2424472	-712	50M	False
ECK2309-JW2312	folC	147	2426419	2425124	-1345	50M	True
ECK2310-JW2313	accD	147	2427403	2426462	-991	50M	True
none-JW5379	none	147	2427500	2427363	-187	50M	True
ECK2311-JW2314	dedA	147	2428218	2427532	-736	50M	False
ECK2312-JW2315	truA	147	2429113	2428274	-889	50M	False
ECK2313-JW2316	usg	147	2430126	2429086	-1090	50M	False
ECK2314-JW2317	pdxB	147	2431328	2430165	-1213	50M	False
ECK2315-JW2318	flk	147	2432404	2431382	-1072	50M	False
ECK2316-JW2319	yfcJ	147	2433597	2432392	-1255	50M	False
ECK2317-JW2320	fabB	147	2435082	2433835	-1297	50M	True
ECK2318-JW5380	trmC	147	2437229	2435136	-2143	50M	False
ECK2319-JW2322	yfcL	147	2437646	2437341	-355	50M	False
ECK2320-JW5381	yfcM	147	2438414	2437653	-811	50M	False
ECK2321-JW2324	yfcA	147	2439037	2438201	-886	50M	False
ECK2322-JW2325	mepA	147	2439861	2439010	-901	50M	False
ECK2323-JW2326	aroC	147	2440950	2439838	-1162	50M	False
ECK2324-JW5841	prmB	147	2442250	2440958	-1342	50M	False
ECK2325-JW2328	yfcN	147	2442616	2442038	-628	50M	False
ECK2326-JW2329	yfcO	147	2443526	2442678	-898	50M	False
ECK2327-JW2330	yfcP	147	2444067	2443501	-616	50M	False
ECK2328-JW2331	yfcQ	147	2444552	2444037	-565	50M	False
ECK2329-JW2332	yfcR	147	2445061	2444522	-589	50M	False
ECK2330-JW2333	yfcS	147	2445813	2445034	-829	50M	False
ECK2331-JW2334	yfcT	147	2446729	2445806	-973	50M	False
ECK2332-JW2335	yfcU	147	2448478	2446715	-1813	50M	False
ECK2333-JW2336	yfcV	147	2449123	2448533	-640	50M	False
ECK2334-JW2337	sixA	147	2450289	2449777	-562	50M	False
ECK2335-JW2338	yfcX	147	2452636	2450465	-2221	50M	False
ECK2336-JW2339	yfcY	147	2453946	2452609	-1387	50M	False
ECK2337-JW2340	yfcZ	147	2454411	2454100	-361	50M	False
ECK2338-JW2341	fadL	147	2456105	2454732	-1423	50M	False
ECK2339-JW2342	yfdF	147	2457529	2456444	-1135	50M	False
ECK2340-JW2343	vacJ	147	2458484	2457702	-832	50M	False
ECK2341-JW2344	yfdC	147	2459692	2458733	-1009	50M	False
ECK2343-JW2345	intS	147	2461161	2459977	-1234	50M	False
ECK2344-JW2346	yfdG	147	2461676	2461287	-439	50M	False
ECK2345-JW2347	yfdH	147	2462593	2461646	-997	50M	False
ECK2346-JW5382	yfdI	163	2462574	2462735	211	50M	False
ECK2347-JW5383	tfaS	147	2464564	2464235	-379	50M	False
ECK2348-JW2350	yfdK	147	2464994	2464527	-517	50M	False
ECK2349-JW5384	yfdL	147	2465713	2464994	-769	50M	False
ECK2350-JW2352	yfdM	147	2465864	2465562	-352	50M	False
ECK2351-JW5385	yfdN	147	2466358	2465837	-571	50M	False
none-JW2353	none	147	2466075	2465863	-262	50M	False
ECK2352-JW2355	yfdO	147	2466723	2466328	-445	50M	False
ECK2353-JW2356	yfdP	147	2467425	2466952	-523	50M	False
ECK2354-JW2357	yfdQ	147	2468315	2467464	-901	50M	False
ECK2355-JW2358	yfdR	147	2468979	2468416	-613	50M	False
ECK2356-JW2359	yfdS	147	2469332	2468943	-439	50M	False
ECK2358-JW5386	ypdJ	147	2469637	2469305	-382	50M	False
ECK2359-JW5387	torI	147	2469969	2469742	-277	50M	False
ECK2360-JW2361	dsdC	147	2471106	2470144	-1012	50M	False
ECK2361-JW2362	dsdX	147	2472643	2471279	-1414	50M	False
ECK2362-JW2363	dsdA	147	2473989	2472634	-1405	50M	False
ECK2363-JW2364	emrY	147	2475653	2474088	-1615	50M	False
ECK2364-JW2365	emrK	147	2476816	2475626	-1240	50M	False
ECK2365-JW2366	evgA	147	2477828	2477187	-691	50M	False
ECK2366-JW2367	evgS	145	2481426	2477806	-3670	50M	False
ECK2367-JW2368	yfdE	147	2482645	2481473	-1222	50M	False
ECK2368-JW2369	yfdV	147	2483663	2482692	-1021	50M	False
ECK2369-JW2370	oxc	147	2485427	2483706	-1771	50M	False
ECK2370-JW2371	frc	147	2486731	2485454	-1327	50M	False
ECK2371-JW2372	yfdX	147	2487879	2487217	-712	50M	False
ECK2372-JW2373	ypdI	147	2488432	2488130	-352	50M	False
ECK2373-JW2374	yfdY	147	2488769	2488500	-319	50M	False
ECK2374-JW2375	ddg	147	2490024	2489077	-997	50M	False
ECK2375-JW2376	yfdZ	147	2491772	2490507	-1315	50M	False
ECK2376-JW5388	ypdA	147	2493827	2492121	-1756	50M	False
ECK2377-JW2378	ypdB	147	2494576	2493815	-811	50M	False
ECK2378-JW2379	ypdC	147	2495446	2494562	-934	50M	False
ECK2379-JW2380	ypdD	147	2497962	2495440	-2572	50M	False
ECK2380-JW2381	ypdE	147	2499024	2497960	-1114	50M	False
ECK2381-JW2382	ypdF	147	2500109	2498997	-1162	50M	False
ECK2382-JW2383	ypdG	147	2501371	2500097	-1324	50M	False
ECK2383-JW5389	ypdH	147	2501770	2501366	-454	50M	False
ECK2384-JW2385	glk	147	2502903	2501911	-1042	50M	False
ECK2385-JW2386	yfeO	147	2504345	2503062	-1333	50M	False
ECK2386-JW2387	ypeC	147	2504786	2504433	-403	50M	False
ECK2387-JW2388	mntH	147	2506183	2504918	-1315	50M	False
ECK2388-JW2389	nupC	147	2507703	2506474	-1279	50M	False
ECK2389-JW5391	yfeA	147	2511369	2509093	-2326	50M	False
ECK2392-JW2393	yfeC	147	2512270	2511899	-421	50M	False
ECK2393-JW2394	yfeD	147	2512664	2512245	-469	50M	False
ECK2394-JW2395	gltX	147	2514149	2512707	-1492	50M	True
ECK2399-JW2396	xapR	147	2515834	2514923	-961	50M	False
none-JW5392	none	147	2516033	2515848	-235	50M	False
ECK2400-JW2397	xapB	147	2517342	2516059	-1333	50M	False
ECK2401-JW2398	xapA	147	2518235	2517375	-910	50M	False
ECK2402-JW2399	yfeN	147	2519230	2518439	-841	50M	False
ECK2403-JW2400	yfeR	147	2520213	2519260	-1003	50M	False
ECK2404-JW5876	yfeH	147	2521332	2520258	-1124	50M	False
ECK2405-JW5877	ypeB	147	2521516	2521342	-224	50M	False
ECK2406-JW2403	ligA	147	2523533	2521491	-2092	50M	True
ECK2407-JW2404	zipA	147	2524590	2523577	-1063	50M	True
ECK2408-JW2406	cysZ	147	2525563	2524775	-838	50M	False
ECK2409-JW2407	cysK	147	2526719	2525721	-1048	50M	False
ECK2410-JW2408	ptsH	147	2527360	2527076	-334	50M	False
ECK2411-JW2409	ptsI	147	2529132	2527378	-1804	50M	False
ECK2412-JW2410	crr	147	2529682	2529146	-586	50M	False
ECK2413-JW2411	pdxK	147	2530594	2529716	-928	50M	False
ECK2414-JW2412	yfeK	147	2531055	2530654	-451	50M	False
ECK2415-JW2413	yfeS	147	2531822	2531061	-811	50M	False
ECK2416-JW2414	cysM	147	2532940	2532002	-988	50M	False
ECK2417-JW2415	cysA	147	2534171	2533047	-1174	50M	False
ECK2418-JW2416	cysW	147	2535036	2534134	-952	50M	False
ECK2419-JW2417	cysU	147	2535869	2535009	-910	50M	False
ECK2420-JW2418	cysP	147	2536885	2535842	-1093	50M	False
ECK2421-JW5394	ucpA	147	2537980	2537162	-868	50M	False
ECK2422-JW2420	yfeT	147	2538966	2538082	-934	50M	False
ECK2423-JW2421	yfeU	147	2540008	2539085	-973	50M	False
ECK2424-JW2422	murP	147	2541436	2539985	-1501	50M	False
ECK2425-JW5395	yfeW	147	2542745	2541327	-1468	50M	False
ECK2426-JW2424	yfeX	147	2543902	2542976	-976	50M	False
ECK2427-JW2425	yfeY	147	2544573	2543971	-652	50M	False
ECK2428-JW2426	yfeZ	147	2545083	2544607	-526	50M	False
ECK2429-JW2427	ypeA	147	2545495	2545043	-502	50M	False
ECK2430-JW2428	amiA	147	2546560	2545664	-946	50M	False
ECK2431-JW2429	hemF	147	2547463	2546537	-976	50M	False
ECK2432-JW2430	yfeG	147	2548539	2547460	-1129	50M	False
ECK2433-JW2431	yffI	147	2549085	2548558	-577	50M	False
ECK2434-JW2432	eutL	147	2549757	2549071	-736	50M	False
ECK2435-JW2433	eutC	147	2550654	2549740	-964	50M	False
ECK2436-JW2434	eutB	147	2552036	2550648	-1410	22M28S	False
ECK2446-JW2435	eutA	147	2560241	2558840	-1451	50M	False
ECK2447-JW2436	eutH	147	2561464	2560211	-1303	50M	False
ECK2448-JW2437	eutG	147	2562868	2561654	-1264	50M	False
ECK2449-JW2438	eutJ	147	2563694	2562831	-913	50M	False
ECK2450-JW2439	eutE	147	2565108	2563678	-1480	50M	False
ECK2451-JW2440	cchB	147	2565407	2565093	-364	50M	False
ECK2452-JW2441	cchA	147	2565807	2565487	-370	50M	False
ECK2453-JW2442	eutI	147	2566862	2565819	-1093	50M	False
ECK2454-JW2443	eutT	147	2567662	2566832	-880	50M	False
ECK2455-JW2444	eutQ	147	2568360	2567632	-778	50M	False
ECK2456-JW2445	eutP	147	2568814	2568308	-556	50M	False
ECK2457-JW2446	ypfE	147	2569162	2568800	-412	50M	False
ECK2458-JW2447	maeB	147	2571734	2569428	-2356	50M	False
ECK2459-JW2448	talA	147	2572955	2571978	-1027	50M	False
ECK2460-JW2449	tktB	147	2574978	2572948	-2080	50M	False
ECK2461-JW2450	ypfG	147	2576134	2575064	-1120	50M	False
ECK2462-JW2451	yffH	147	2576835	2576233	-652	50M	False
ECK2463-JW2452	aegA	147	2578882	2576876	-2056	50M	False
ECK2464-JW2453	narQ	147	2580770	2579043	-1777	50M	False
ECK2465-JW2454	acrD	147	2584047	2580907	-3190	50M	False
ECK2466-JW2455	yffB	147	2584942	2584559	-433	50M	False
ECK2467-JW2456	dapE	147	2586073	2584919	-1204	50M	True
ECK2468-JW2457	ypfN	147	2586301	2586074	-277	50M	False
ECK2469-JW5396	ypfH	147	2587151	2586402	-799	50M	False
ECK2470-JW2459	ypfI	147	2589216	2587174	-2092	50M	False
ECK2471-JW2460	ypfJ	147	2590094	2589204	-940	50M	False
ECK2472-JW2461	purC	147	2590975	2590235	-790	50M	False
ECK2473-JW2462	nlpB	147	2592222	2591161	-1111	50M	False
ECK2474-JW2463	dapA	147	2593117	2592212	-955	50M	True
ECK2475-JW2464	gcvR	147	2593817	2593218	-649	50M	False
ECK2476-JW2465	bcp	147	2594287	2593790	-547	50M	False
ECK2477-JW2466	hyfA	147	2595157	2594513	-694	50M	False
ECK2478-JW2467	hyfB	147	2597175	2595130	-2095	50M	False
ECK2479-JW2468	hyfC	147	2598133	2597159	-1024	50M	False
ECK2480-JW2469	hyfD	147	2599589	2598123	-1516	50M	False
ECK2481-JW2470	hyfE	147	2600251	2599574	-727	50M	False
ECK2482-JW2471	hyfF	147	2601836	2600229	-1657	50M	False
ECK2483-JW2472	hyfG	147	2603493	2601799	-1744	50M	False
ECK2484-JW2473	hyfH	147	2604048	2603476	-622	50M	False
ECK2485-JW5805	hyfI	147	2604800	2604018	-831	7M1I42M	False
ECK2486-JW2475	hyfJ	147	2605209	2604770	-489	50M	False
ECK2487-JW2476	hyfR	147	2607251	2605212	-2089	50M	False
ECK2488-JW2477	focB	147	2608121	2607246	-925	50M	False
ECK2489-JW2478	yfgO	147	2609238	2608150	-1138	50M	False
ECK2490-JW2479	yfgC	147	2610896	2609406	-1540	50M	False
ECK2491-JW2480	yfgD	147	2611276	2610890	-436	50M	False
ECK2492-JW5397	hda	147	2612178	2611405	-823	50M	False
ECK2493-JW2482	uraA	147	2613517	2612201	-1366	50M	False
ECK2494-JW2483	upp	147	2614229	2613576	-703	50M	False
ECK2495-JW2484	purM	147	2615573	2614509	-1114	50M	False
ECK2496-JW2485	purN	147	2616211	2615546	-715	50M	False
ECK2497-JW2486	ppk	147	2618449	2616356	-2143	50M	False
ECK2498-JW2487	ppx	147	2619995	2618427	-1618	50M	False
ECK2499-JW2488	yfgF	147	2622295	2620025	-2320	50M	False
none-JW5398	none	147	2622629	2622450	-229	50M	False
ECK2500-JW5399	yfgG	147	2622820	2622602	-268	50M	False
ECK2501-JW5400	yfgH	147	2623649	2623107	-592	50M	False
ECK2502-JW2490	yfgI	147	2624204	2623638	-616	50M	False
ECK2503-JW2491	guaA	147	2625892	2624288	-1654	50M	False
ECK2504-JW5401	guaB	147	2627427	2625934	-1543	50M	False
ECK2505-JW2493	xseA	147	2628941	2627544	-1447	50M	False
ECK2506-JW5402	yfgJ	147	2629207	2628929	-328	50M	False
ECK2507-JW5403	der	147	2630713	2629214	-1549	50M	True
ECK2508-JW2496	yfgL	147	2632009	2630804	-1255	50M	False
ECK2509-JW2497	yfgM	147	2632640	2631993	-697	50M	False
ECK2510-JW2498	hisS	147	2633932	2632631	-1351	50M	True
ECK2511-JW2499	ispG	147	2635161	2634016	-1195	50M	True
ECK2512-JW2500	yfgA	147	2636201	2635161	-1090	50M	False
ECK2513-JW2501	yfgB	147	2637640	2636459	-1231	50M	False
ECK2514-JW2502	ndk	147	2638221	2637763	-508	50M	False
ECK2515-JW2503	pbpC	147	2640682	2638343	-2389	50M	False
ECK2516-JW2504	yfhM	145	2645644	2640656	-5038	50M	False
ECK2517-JW2505	sseA	147	2646678	2645806	-922	50M	False
ECK2519-JW5404	sseB	147	2648155	2647487	-718	50M	False
ECK2520-JW2507	pepB	147	2649715	2648405	-1360	50M	False
ECK2521-JW2508	yfhJ	147	2650093	2649866	-277	50M	False
ECK2522-JW2509	fdx	147	2650440	2650078	-412	50M	False
ECK2523-JW2510	hscA	147	2652292	2650415	-1927	50M	False
ECK2524-JW2511	hscB	147	2652824	2652282	-592	50M	False
ECK2525-JW2512	iscA	147	2653243	2652893	-400	50M	False
ECK2526-JW2513	iscU	147	2653646	2653233	-463	50M	False
ECK2527-JW2514	iscS	147	2654888	2653647	-1291	50M	False
ECK2528-JW2515	iscR	147	2655488	2654973	-565	50M	False
ECK2529-JW2516	yfhQ	147	2656680	2655913	-817	50M	False
ECK2530-JW2517	suhB	147	2657584	2656754	-880	50M	True
ECK2531-JW2518	yfhR	147	2658583	2657675	-958	50M	False
ECK2532-JW5878	csiE	147	2660164	2658747	-1467	50M	False
ECK2533-JW2520	hcaT	147	2661203	2660037	-1216	50M	False
ECK2534-JW2521	hcaR	147	2662253	2661336	-967	50M	False
ECK2535-JW2522	hcaE	147	2663732	2662344	-1438	50M	False
ECK2536-JW2523	hcaF	147	2664247	2663702	-595	50M	False
ECK2537-JW2524	hcaC	147	2664567	2664220	-397	50M	False
ECK2538-JW2525	hcaB	147	2665376	2664537	-889	50M	False
ECK2539-JW2526	hcaD	147	2666588	2665359	-1279	50M	False
ECK2540-JW2527	yphA	147	2667107	2666586	-571	50M	False
ECK2541-JW2528	yphB	147	2668045	2667146	-949	50M	False
ECK2542-JW5842	yphC	147	2669151	2668030	-1171	50M	False
ECK2543-JW2530	yphD	147	2670182	2669157	-1075	50M	False
ECK2544-JW2531	yphE	147	2671718	2670180	-1588	50M	False
ECK2545-JW2532	yphF	147	2672724	2671714	-1060	50M	False
ECK2546-JW5405	yphG	147	2676195	2672794	-3451	50M	False
ECK2547-JW5406	yphH	147	2677395	2676169	-1276	50M	False
ECK2548-JW2535	glyA	147	2678864	2677584	-1330	50M	False
ECK2549-JW2536	hmp	147	2680364	2679147	-1267	50M	False
ECK2550-JW2537	glnB	147	2680765	2680400	-415	50M	False
ECK2551-JW2538	yfhA	147	2682160	2680799	-1411	50M	False
ECK2552-JW2539	yfhG	147	2682863	2682123	-790	50M	False
ECK2553-JW5407	yfhK	147	2684410	2683001	-1459	50M	False
ECK2555-JW2541	purL	145	2688900	2684986	-3964	50M	False
ECK2556-JW2542	yfhD	147	2690696	2689251	-1495	50M	False
ECK2557-JW2543	tadA	147	2691247	2690684	-613	50M	True
ECK2558-JW5408	yfhB	147	2691844	2691245	-649	50M	False
ECK2559-JW2545	yfhH	147	2692946	2692071	-925	50M	False
ECK2560-JW2546	yfhL	147	2693262	2692975	-337	50M	False
ECK2561-JW2547	acpS	147	2694355	2693948	-457	50M	True
ECK2562-JW2548	pdxJ	147	2695086	2694328	-808	50M	False
ECK2563-JW2549	recO	147	2695826	2695071	-805	50M	False
ECK2564-JW2550	era	147	2696743	2695811	-982	50M	True
ECK2565-JW2551	rnc	147	2697420	2696713	-757	50M	True
ECK2566-JW2552	lepB	147	2698666	2697665	-1051	50M	True
ECK2567-JW2553	lepA	147	2700481	2698655	-1876	50M	False
ECK2568-JW2554	rseC	147	2701158	2700652	-556	50M	False
ECK2569-JW2555	rseB	147	2702111	2701128	-1033	50M	False
ECK2570-JW2556	rseA	147	2702761	2702087	-724	50M	False
ECK2571-JW2557	rpoE	147	2703369	2702767	-652	50M	True
ECK2572-JW2558	nadB	147	2705381	2703732	-1699	50M	False
ECK2573-JW2559	yfiC	147	2706121	2705357	-814	50M	False
ECK2574-JW2560	srmB	147	2707569	2706208	-1411	50M	False
ECK2575-JW2561	yfiE	147	2708677	2707769	-958	50M	False
ECK2576-JW2562	yfiK	147	2709349	2708735	-664	50M	False
ECK2577-JW2563	yfiD	147	2709806	2709396	-460	50M	False
ECK2578-JW2564	ung	147	2710782	2710066	-766	50M	False
ECK2579-JW2565	yfiF	147	2711885	2710821	-1114	50M	False
ECK2580-JW2566	trxC	147	2712493	2712047	-496	50M	False
ECK2581-JW5409	yfiP	147	2713260	2712511	-799	50M	False
ECK2582-JW2568	yfiQ	147	2715952	2713265	-2737	50M	False
ECK2583-JW2569	pssA	147	2717421	2716039	-1432	50M	True
ECK2584-JW2570	yfiM	147	2717790	2717491	-349	50M	False
ECK2585-JW2571	kgtP	147	2719103	2717778	-1375	50M	False
none-JW5410	none	147	2719192	2719058	-184	50M	False
none-JW5411	none	147	2719326	2719189	-187	50M	False
ECK2590-JW2573	clpB	147	2727530	2724930	-2650	50M	False
ECK2591-JW2575	yfiH	147	2728391	2727633	-808	50M	False
ECK2592-JW2576	rluD	147	2729368	2728361	-1057	50M	False
ECK2593-JW2577	yfiO	147	2730222	2729458	-814	50M	True
ECK2594-JW2578	yfiA	147	2730834	2730466	-418	50M	False
ECK2595-JW2579	pheL	147	2730985	2730911	-124	50M	False
ECK2596-JW2580	pheA	147	2732244	2731057	-1237	50M	False
ECK2597-JW2581	tyrA	147	2733426	2732278	-1198	50M	False
ECK2598-JW2582	aroF	147	2734507	2733410	-1147	50M	False
ECK2599-JW5412	yfiL	147	2735064	2734633	-481	50M	False
ECK2600-JW2584	yfiR	147	2735732	2735187	-595	50M	False
ECK2601-JW2585	yfiN	147	2736948	2735695	-1303	50M	False
ECK2602-JW2586	yfiB	147	2737446	2736937	-559	50M	False
ECK2603-JW2587	rplS	147	2737887	2737513	-424	50M	True
ECK2604-JW2588	trmD	147	2738696	2737902	-844	50M	True
ECK2605-JW5413	rimM	147	2739275	2738700	-625	50M	False
ECK2606-JW2590	rpsP	147	2739542	2739267	-325	50M	True
ECK2607-JW5414	ffh	147	2741152	2739764	-1438	50M	True
ECK2608-JW2592	ypjD	147	2742092	2741199	-943	50M	False
ECK2609-JW5415	yfjD	147	2743399	2742131	-1318	50M	False
ECK2610-JW2594	grpE	147	2744065	2743445	-670	50M	True
ECK2611-JW2596	yfjB	147	2745048	2744143	-955	50M	True
ECK2612-JW5416	recN	147	2746795	2745107	-1738	50M	False
ECK2613-JW2598	smpA	147	2747285	2746917	-418	50M	False
ECK2614-JW2599	yfjF	147	2747655	2747338	-367	50M	False
ECK2615-JW2600	yfjG	147	2748121	2747618	-553	50M	False
ECK2616-JW2601	smpB	147	2748717	2748208	-559	50M	False
ECK2618-JW2602	intA	147	2750739	2749471	-1318	50M	False
ECK2619-JW2603	yfjH	147	2751957	2750974	-1033	50M	False
ECK2620-JW2604	alpA	147	2752195	2751956	-289	50M	False
ECK2621-JW2605	yfjI	147	2753733	2752297	-1486	50M	False
ECK2622-JW2607	yfjJ	147	2754512	2753859	-703	50M	False
ECK2623-JW2608	yfjK	147	2756897	2754681	-2266	50M	False
ECK2624-JW2609	yfjL	147	2758510	2756867	-1693	50M	False
none-JW5417	none	147	2758687	2758544	-193	50M	False
ECK2625-JW2610	yfjM	147	2759133	2758843	-340	50M	False
ECK2626-JW2611	yfjN	147	2760330	2759230	-1150	50M	False
ECK2627-JW5418	yfjO	147	2760694	2760347	-397	50M	False
ECK2628-JW5419	yfjP	147	2761912	2761016	-946	50M	False
ECK2629-JW2614	yfjQ	147	2762825	2761977	-898	50M	False
ECK2630-JW2615	yfjR	147	2763743	2763015	-778	50M	False
ECK2632-JW5921	yfjS	147	2764463	2763744	-769	50M	False
ECK2633-JW2618	yfjT	147	2764954	2764460	-544	50M	False
ECK2634-JW2619	yfjU	147	2765511	2765170	-391	50M	False
ECK2635-JW5922	ypjL	147	2766117	2765497	-670	50M	False
ECK2636-JW2621	yfjV	147	2766393	2766166	-277	50M	False
ECK2637-JW5420	ypjM	147	2766449	2766306	-193	50M	False
ECK2638-JW2623	yfjW	147	2768360	2766630	-1780	50M	False
ECK2639-JW2624	yfjX	147	2769716	2769231	-535	50M	False
ECK2640-JW2625	yfjY	147	2770207	2769698	-559	50M	False
ECK2641-JW5421	ypjJ	147	2770416	2770189	-277	50M	False
ECK2642-JW2626	yfjZ	147	2770771	2770427	-394	50M	False
ECK2643-JW2627	ypjF	147	2771121	2770765	-406	50M	False
ECK2644-JW5422	ypjA	145	2776212	2771476	-4786	50M	False
ECK2645-JW5423	pinH	147	2776565	2776395	-220	50M	False
